,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address
101849,1.0,1,898fdc15fbea15798a774f1442af72d5,2016-04-13 05:06:47,"**RENOVATED**Be right in the Heart of Astoria in this Newly renovated spacious 1 Bedroom!  This Gorgeous 1 Bedroom offers:-Granite Countertops -Plenty of Counter and Cabinet Space-Rich Dark Wood Cabinets-Stainless Steel Appliances-Microwave and Diswasher-Mosaic Tiled Backsplash-Wood Looking Tile Floors in the Kitchen-Wood Floors Throughout -Large Spacious Separate Living Room-Queen Sized Bedroom-Abundant Amount of Closet Space-Elevator Building-Laundry Room-On-Site Super-Garage-Steps to N,Q Trains-Close to the best Restaurants, Bars and Shops Astoria has to offer!!For more information or to schedule a showing contact Anthony Naber at 300-300-0980 or kagglemanager@renthop.com",30th Avenue,['Elevator'],medium,40.7679,6866594,-73.9241,58a2921234af650d1722d9c1245490d6,"['https://photos.renthop.com/2/6866594_c29499e05fa9dcb9a60cd778ccecf836.jpg', 'https://photos.renthop.com/2/6866594_0d7ad6737a64f2e4bc23eb32c3916906.jpg', 'https://photos.renthop.com/2/6866594_0eba92f45765977a7f3b5c0e030e733f.jpg', 'https://photos.renthop.com/2/6866594_9bbe042354c5b9bc76e1fdcfeb2394a6.jpg', 'https://photos.renthop.com/2/6866594_df6d53c7bd8acb9db43f1c9c0d7b86be.jpg', 'https://photos.renthop.com/2/6866594_31f72f2cb5fceee6c9ea658929db4606.jpg', 'https://photos.renthop.com/2/6866594_261311568b9e9dcf7f4ceff370784b73.jpg', 'https://photos.renthop.com/2/6866594_b099ddbbb0ddac30e483660dea24c4d3.jpg', 'https://photos.renthop.com/2/6866594_18285b3e5563dc725033848a8f93ff42.jpg', 'https://photos.renthop.com/2/6866594_bbe27cd07dfdd5f401006e74e2c68578.jpg']",2200,27-10 30th Avenue
101850,1.0,2,d94d2575712f992c3f731610346feb8e,2016-04-14 20:30:16,"Gorgeous 2 Bedroom with Brand New Reno, New Kitchen, Flooded with Light, High Ceilings, One SPACIOUS Bedroom that fits KING-SIZE Bed and other furniture, One QUEEN-SIZED Bedroom, GENEROUS Closet Space including WALK-IN. A Step from Washington Square, 1,A,C,E,B,F,M,D Trains, Supermarkets, tons of restaurants, bars, clubs of theaters, boutiques of all kinds, art galleries, museums, SOHO and much more. Close proximity to GORGEOUS Hudson River Park where you can watch GORGEOUS Sunset, jog, sunbathe ,Stroll.Call Tiger at 648-806-2121 ot kagglemanager@renthop.comBond New York is a real estate broker that supports equal housing opportunity.",170 Thompson St,"['Cats Allowed', 'Dogs Allowed', 'Loft', 'Hardwood', 'High Ceilings', 'Renovated', 'Light', 'Eat In Kitchen', 'Walk-In Closet Views:']",high,40.7276,6874406,-74.0002,8d2926bae27fce9f700b488934563844,"['https://photos.renthop.com/2/6874406_0f1a3d9c7852926a920542edacf1fe38.jpg', 'https://photos.renthop.com/2/6874406_386006d981f0121a1db3f542dbf65d98.jpg', 'https://photos.renthop.com/2/6874406_1303f43da8a3946e3637f64c6ca1fc0a.jpg', 'https://photos.renthop.com/2/6874406_26d8d9333be5314113a50815f433a5c2.jpg', 'https://photos.renthop.com/2/6874406_b4f35be84137c9e8a176f3e3c4ccd56b.jpg']",3650,170 Thompson St
101852,1.0,1,3bb768286c72d082c773dfdff845e8be,2016-04-07 03:40:41,"MARVELOUS one bedroom in Upper East Side...short distance to train, shops, restaurants and bars...FANTASTIC location.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 88 Street,"['Elevator', 'Hardwood Floors']",low,40.7766,6838696,-73.9449,ed17ada77c1b94b4fb00d126a0c2ea06,"['https://photos.renthop.com/2/6838696_4e99ce3291f259925d8c9e26f74881c6.jpg', 'https://photos.renthop.com/2/6838696_100698a681f573de584e05387ee33056.jpg', 'https://photos.renthop.com/2/6838696_22699588ba5ada5d810cea611f1030ff.jpg', 'https://photos.renthop.com/2/6838696_77ef26fa9d68a7dcf7ab3187fd395969.jpg']",2800,530 E 88 Street
101853,1.0,0,0,2016-04-12 06:06:21,"NO FEE + 1 month free*~Brand new building-be the first to live here~Centrally located in the Flatiron District/Nomad, this stunning building boasts state of the art amenities and top of the line apartment finishes!<br /><br />Each apartment features stainless steel, oak plank floors, washer/dryer in the unit, generous closet space, and large windows.<br /><br />The building features a concierge, pool, fitness center, saunas and steam rooms, golf simulator, and yoga and spin rooms, courtyard, and a resident's lounge.<br /><br />For an honest broker with integrity and experience, call Justyna to find your dream home today!*rent net<p><a  website_redacted ",East 28th Street,"['Garden/Patio', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",low,40.7437,6861770,-73.9851,6b1ee996b1c87cd54c6cd92acbef9aac,"['https://photos.renthop.com/2/6861770_48c7cc2fe23d1cbf63c7c7e92210c447.jpg', 'https://photos.renthop.com/2/6861770_b79e99c0f6053856f9dc5beda13d4a81.jpg', 'https://photos.renthop.com/2/6861770_44e8a53134f04519c4bad47419ef5dc4.jpg', 'https://photos.renthop.com/2/6861770_420539054d3d5a47615017846cefd897.jpg']",3500,50 East 28th Street
101855,2.0,3,530c892589e486da008e954ed9201a01,2016-04-29 05:25:49,"54ST/ 8TH AVE HUGE RENOV FLEX 3 UNIT IN ELEVATOR & LAUNDRY IN BLDG FL-TO-CL WINDOWS HW FL LIVE-IN SUPER ROOF ACCESS AND AMAZING VIEWS! TOP LOCATION! GREAT FOR SHARES! GREAT DEAL!<br /><br />Nicely renovated unit with a very spacious layout and HW Floors all around, FL-T0-CL Windows on a quiet block, updated kitchen w Granite Counter Tops and DW, Spacious Bedrooms, Walk-in Closets and a Marble Bathroom. This apartment will work great for shares!<br /><br />This awesome Elevator Building is located in a Top MTW Location and offers a quiet ambiance, Live-in Super, Laundry in BLDG, great Light Exposure, Roof Deck Access to a huge common outdoor space with amazing views!<br /><br />Amazing Location surrounded by numerous Eateries, Cafes, Restaurants, Bars and Entertainment of all sorts, this Building is on a tranquil block and yet still only a few minutes from shops, nightlife and close to any Subway line!Contact Nicole to set up an appointment (170-304-7893 or kagglemanager@renthop.com<p><a  website_redacted ",West 54th Street,"['Roof Deck', 'Dining Room', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space']",medium,40.7656,6942579,-73.9857,cb87dadbca78fad02b388dc9e8f25a5b,"['https://photos.renthop.com/2/6942579_1be34379de101b9fa4391a1f5460cae3.jpg', 'https://photos.renthop.com/2/6942579_66e45ca1a8dfa301280a3c3049af5b93.jpg', 'https://photos.renthop.com/2/6942579_2f4e1fd85ce25e0d23cab4be2943248e.jpg', 'https://photos.renthop.com/2/6942579_7f2fb8d32d385c4cfd01547974f3a54c.jpg', 'https://photos.renthop.com/2/6942579_b87b2b5dcef95ea04acec92fdf0b46cc.jpg']",4300,321 West 54th Street
101858,1.0,1,49fee9e8f11c02c8b393507e705cdf35,2016-04-07 04:43:32,"ALL OPEN HOUSES ARE BY APPOINTMENT ONLY!! PLEASE CALLFOR SHOWING!!<br><br>This is a huge one bedroom with aking-sized bedroom in a full service doorman builidng for under$3000!<br>There are tons of closets, stainless steelappliances and much more. <br><br>For more information,please contactme.<br><br><br><br><br><br><br>KW149075",E 71st St,"['Doorman', 'Elevator', 'Laundry In Building', 'Garage']",low,40.7667,6839157,-73.9559,17fd2aa530e808f512162a1e5b5bbbd2,"['https://photos.renthop.com/2/6839157_68105cd241eb2c0a05a7aacf33efb189.jpg', 'https://photos.renthop.com/2/6839157_1a63c57c4ad18cdba7dbcc0de023580a.jpg', 'https://photos.renthop.com/2/6839157_c8f5293c9703d6d5a59b36eebb1da6f5.jpg', 'https://photos.renthop.com/2/6839157_2d8077e859d0811286c9c4f52991980a.jpg', 'https://photos.renthop.com/2/6839157_09992e669cc496884ef8f008591b71a6.jpg']",2995,400 E 71st St
101859,1.0,1,9940dd41685d931927f6de04d739fb87,2016-04-15 03:34:14,"        This is a beautifully renovated one bedroom, ready to move in.<br /><br />Call or text us to set up your personal tour today!",219 E 196th Street,[],high,40.8676,6876669,-73.892,12c0a30e296faa0dfd422fe918d7d4f4,"['https://photos.renthop.com/2/6876669_5cf251cc2bf8b657084a70b6ffcc2efb.jpg', 'https://photos.renthop.com/2/6876669_65fe1ccf23fc1f488ca6d7f93fa45e8a.jpg', 'https://photos.renthop.com/2/6876669_b79fd727245d25ce4e0ea5f2dae9f928.jpg', 'https://photos.renthop.com/2/6876669_c0170c67156e5e6e032c7b7deaeda35f.jpg']",1275,219 E 196th Street
101862,1.0,2,a2247c9b93d53d05a27612c739a0589f,2016-04-26 05:43:46,"THIS SUN-DRENCHED ENRIQUE NORTEN-DESIGNED ZIG-ZAGGING GLASS RENTAL COMPLEX, COMES COMPLETE WITH ALL THE SLEEKEST MODERN AMENITIES ONE COULD ASK FOR. LOCATED ON THE WESTERN EDGE OF MIDTOWN MANHATTAN, OVERLOOKING THE HUDSON RIVER AND JUST ACROSS FROM NEWLY RENOVATED CLINTON PARK, THE BUILDING IS A TRUE SERENE ESCAPE FROM THE CITY?S HUSTLE AND BUSTLE. COLUMBUS CIRCLE, CENTRAL PARK, THE THEATER DISTRICT, ALONG WITH COUNTLESS RESTAURANTS, BARS, BOUTIQUES, AND GOURMET GROCERY SHOPS ARE ALL WITHIN ARM?S REACH.<br /><br />FABULOUS 2 BEDROOM APARTMENT (FLEX) WITH FANTASTIC OPEN LAYOUT KITCHEN. RIVER VIEWS. SUPER MODERN APARTMENT. FULL RENOVATED WITH STAINLESS STEEL APPLIANCES, DISHWASHER, WASHER/ DRYER IN THE UNIT. HARDWOOD FLOORS AND PLENTY OF CLOSET SPACE. FLOOR TO CEILING WINDOWS MAKE THIS APARTMENT SUPER SUNNY.<br /><br />**NO FEE** AMAZING MODERN APARTMENT! DOT MISS IT - WONT LAST LONG!!!<br /><br />SPECIALIZING IN NYC RENTALS, TAKE A STEP TO YOUR NEXT HOME. ORI 935-727-2488 kagglemanager@renthop.com AVAILABLE 24/7 ANY TIME ANY WHERE.<p><a  website_redacted ",West 53rd Street,"['Swimming Pool', 'Dining Room', 'Doorman', 'Fitness Center', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'New Construction']",medium,40.7677,6927179,-73.9929,cbcd513212d592e6c717d27be14f46ac,"['https://photos.renthop.com/2/6927179_a4dd9ed93d3e00ede06cfc05b4f8b038.jpg', 'https://photos.renthop.com/2/6927179_a4f1b96066cf5aeae0dcbaa4d095f5e2.jpg', 'https://photos.renthop.com/2/6927179_2d9fe7baae5b94d58116f801754dfd21.jpg', 'https://photos.renthop.com/2/6927179_6623a3c6f3f1dffe57e682fc37689d10.jpg', 'https://photos.renthop.com/2/6927179_e3a5f4bda78c5aa9daf207bfd3c7a934.jpg', 'https://photos.renthop.com/2/6927179_33b83d3df201eb34aed9a9b302e73413.jpg']",3300,555 West 53rd Street
101863,1.0,2,ef0a3b4ee56d36ea894a777682ccfbb1,2016-04-22 02:13:14,"RENOVATIONS! RENOVATIONS! 2 Bedroom and 1 Bath with good space and natural light. Stainless steel appliances in the kitchen and plenty of storage space throughout. Looking for outdoor space? Consider this low-key spacious gem on the border of Prospect Heights and Crown Heights. You are close to conveniences and a short walk to the main avenues of both neighborhoods...we are talking the famed Franklin Avenue in Crown Heights and Vanderbilt Avenue in Prospect Heights. Unlimited food and entertainment...plus Brooklyn Museum as a bonus. Accessibility is solid as well as you have a choice of the A/C line or 2/3 line...just a couple stops from the Barclays Center....we are talking concerts, Brooklyn Nets and NY Islanders. Call/email me to view today.",Classon Ave,"['Dishwasher', 'Live-in superintendent', 'Cats Allowed', 'Dogs Allowed', 'Shared backyard']",medium,40.6778,6909918,-73.9592,7c9334a9835dfdfc303a9775140f3d4a,"['https://photos.renthop.com/2/6909918_2e958020714e0b218bf61540f28175d7.jpg', 'https://photos.renthop.com/2/6909918_f904e173119dc362f83d470b9ade82fc.jpg', 'https://photos.renthop.com/2/6909918_ff326a8bd912562101bc9fff88d41e0e.jpg', 'https://photos.renthop.com/2/6909918_c51bdb1f5b564c7b1508e16f62f78e1e.jpg', 'https://photos.renthop.com/2/6909918_5a58f8f7233f988f127e3024cbd3582e.jpg', 'https://photos.renthop.com/2/6909918_062600c840d54289aee1822b90807996.jpg', 'https://photos.renthop.com/2/6909918_02020d9e3f01aa96a5b26db57a7892a2.jpg']",2750,646 Classon Ave
101865,1.0,2,0,2016-04-11 03:31:43,"STUNNING FLEX TWO BEDROOM APARTMENT LOCATED IN THE HEART OF MURRAY HILL. Near many great restaurants, bars, entertainment and major transportation. THIS IS A STEAL AND WILL NOT LAST.Great Location, 24 HR Doorman, Spacious Rooms, Tons of Sunlight, in house washer/dryer facility, flexing allowed.***LOW FEE<br /><br />FOR FURTHER INFORMATION AND EXCLUSIVE VIEWING PLEASE CONTACT MEYER OVADIA AT 753-396-6626 OR VIA EMAIL AT kagglemanager@renthop.com<br /><br />NOT WHAT YOU ARE LOOKING FOR? FEEL FREE TO CONTACT ME WITH ANY SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH.<br /><br /><p><a  website_redacted ",East 35th Street,"['Elevator', 'Dishwasher', 'No Fee']",medium,40.7463,6856076,-73.9773,537e06890f6a86dbb70c187db5be4d55,"['https://photos.renthop.com/2/6856076_848cef68bee1a2596abf56cca609932d.jpg', 'https://photos.renthop.com/2/6856076_6977c90f0a2e4b40204f7bbbce911791.jpg', 'https://photos.renthop.com/2/6856076_6caf234691c89caf24dace1de16a106b.jpg', 'https://photos.renthop.com/2/6856076_63c26f37128307608d7f03c73b0f0624.jpg']",2950,201 East 35th Street
101868,1.0,2,af0304a5fa940c66f780cd6e54ead659,2016-04-12 03:27:31,"1 BR - Micro, Brand New Appliances, Granite Countertops, Stainless Steel Appliances, Mid- Unit,Oak Wood Strip Flooring, Lots of Closet Space, 9 Foot Ceilings, Large Decorative Bathrooms, LargeWindows, Wine Rack, Frost Free Refrigerators, Perfect for  , Crown Molding in LivingRoom, Rent Stabilized, Video Intercom, Large Medicine Cabinets Call / Text / Email Afrim or Philip today to schedule a viewing or assist in your search! 542-148-9254 ~ 542-148-9254<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",W 120 Street,"['Dishwasher', 'Hardwood Floors']",low,40.8067,6859234,-73.9527,3e9f0fa34d67e5d61aae56776ecb8cee,"['https://photos.renthop.com/2/6859234_24ff10dc04362fd2727a83602f3d1370.jpg', 'https://photos.renthop.com/2/6859234_c16702f1f207f864a0f715034940afbb.jpg', 'https://photos.renthop.com/2/6859234_c8bf6931101f87e993ac93104ffa6870.jpg', 'https://photos.renthop.com/2/6859234_a4fd33e8a74eb361ce87118507a01169.jpg']",2595,268 W 120 Street
101869,1.0,0,1be9c496f7bdff4a552e3d4e91f915f8,2016-04-07 02:17:52,"Large unit in Financial District! Southern light, island kitchen, foyer area can accommodate a queen size bed, 4 Closets! To schedule a viewing, please don't hesitate to contact me!",Wall St,"['Doorman', 'Elevator', 'Fitness Center', 'Bike room', 'Common parking/Garage', 'Common terrace', 'Full-time doorman', 'Gym/Fitness', 'Lounge room', 'Luxury building', 'On-site laundry', 'Cats Allowed', 'Dogs Allowed']",low,40.7062,6836925,-74.0099,caa81ac4eac36e6250789a4ee2b89780,"['https://photos.renthop.com/2/6836925_3c89da6c5ba02b3d55d31ed974efd78c.jpg', 'https://photos.renthop.com/2/6836925_e724320bab3b4ee32cf3fadf64c81e1c.jpg', 'https://photos.renthop.com/2/6836925_39252d7251cef280cff397b6683ba6cc.jpg', 'https://photos.renthop.com/2/6836925_a0302dcac8b8387a11eb0716b368e191.jpg', 'https://photos.renthop.com/2/6836925_cdd4f3ca5cebf13b4cf3e5fa1e261eee.jpg', 'https://photos.renthop.com/2/6836925_09afa097cbab457508732684d4d13f0c.jpg']",3270,45 WALL ST
101871,2.0,4,2366c27c684a39190745938036012eb5,2016-04-05 02:55:58,"NO FEE, VERY AFFORDABLE TRUE 4 BR Unit, Very Spacious, Sunny, Laundry in Unit, WON'T LASTApartment:Premium Bosch Washer/Dryer in UnitQueen Size BedroomsEbony Hardwood FloorsRecessed LightingCarrara Marble Counter-topsBrand New Stainless Steel AppliancesEspresso cabinetsCrown and Baseboard Moldings2 Full Luxury Bathrooms w/ intricate mosaic tile-work<br /><br />Building:Pets Allowed<br /><br />Great Price AND Great Location!! This is a ONE OF A KIND Unit lo cated in the heart of the UPPER WEST SIDE! Live surrounded by some of the most AMAZING restaurants and coffee shops NYC has to offer! Just a short distance to Times Square and trains at your doorstep. 1 at 86th St 0.2 miles, BC at 86th St 0.4 miles.<br /><br />Not exactly what you're looking for? I specialize in 3 & 4 Bedroom Units! I have plenty of options if this isn't exactly what you're looking for.*Net effective price listed, 1 month free on 12 month lease*<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",West 83rd Street,"['Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",medium,40.7856,6824009,-73.9763,9ab151c9cc172d42fec8cb57edc21caa,"['https://photos.renthop.com/2/6824009_50b05326fb6c580d568fa6cac188fafe.jpg', 'https://photos.renthop.com/2/6824009_40fef7423996709cb336f27f49edd1ff.jpg', 'https://photos.renthop.com/2/6824009_0c164fe457f9fc842e2b6a54e4596f63.jpg', 'https://photos.renthop.com/2/6824009_f3e57c77b5d7ee7a15ede83c882ca59d.jpg', 'https://photos.renthop.com/2/6824009_87049a86f31ade9c945c88bd63d1bc3b.jpg', 'https://photos.renthop.com/2/6824009_a8fb9e9e9f727b3d28d0bb19eef55b4a.jpg', 'https://photos.renthop.com/2/6824009_8b226bca4a2df0796c61619007ae15b5.jpg', 'https://photos.renthop.com/2/6824009_4c39a00aae94c7cc07cee774865a4985.jpg', 'https://photos.renthop.com/2/6824009_42d0c03f481636148c2d3c1902c4a996.jpg', 'https://photos.renthop.com/2/6824009_a119d3301494f1fd152b28d29502e85e.jpg']",5500,170 West 83rd Street
